avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/58037703e116bd44679788c5062699b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84a9f1d2&x-expires=1752019200&x-signature=GSpTp9R3PJ%2Fr0VXjyuugji6FSQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49971E+18,1746162039,2025-05-02T05:00:39.000Z,282,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,19,https://www.tiktok.com/@fabishirley/video/7499694366508862725,ay mi gatito miau miau,7.00206E+18,axelfrancopineda,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d4dfc808a9c78bd8ad172c5abde48549~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48533485&x-expires=1752019200&x-signature=0xx4QRKWtJlVnA7TpN0Kk%2FfDszw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49983E+18,1746189563,2025-05-02T12:39:23.000Z,29,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,18,https://www.tiktok.com/@fabishirley/video/7499694366508862725,Creí que era mexicana ????,7.03102E+18,levi_akerman807,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fba11e39772093a0bd2023ba9063d96d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd1472e2&x-expires=1752019200&x-signature=eNbGClyN%2FBb1bGXjPplnWe9ToSw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49997E+18,1746221848,2025-05-02T21:37:28.000Z,9,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,0,https://www.tiktok.com/@fabishirley/video/7499694366508862725,EN LATINOAMERICA LA IGNORANCIA ES ATREVIDA,6.78759E+18,paulchristian508,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/987fc28cb2a1275f359fab3e8fd43edf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db98b3d3&x-expires=1752019200&x-signature=1CwalozEEy1%2FUHFrm%2F69%2B8VYm0U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50025E+18,1746288454,2025-05-03T16:07:34.000Z,7,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,0,https://www.tiktok.com/@fabishirley/video/7499694366508862725,Las mujeres de Perú ????,7.06166E+18,aesthetic_liq,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/462ec3b812ac8135274d95234d9fc17e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6382f613&x-expires=1752019200&x-signature=WaPzSMJ92cLa0XOcC%2FgzCcVnu4Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51717E+18,1750227329,2025-06-18T06:15:29.000Z,2,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,2,https://www.tiktok.com/@fabishirley/video/7499694366508862725,"Perú, la india ???? de América",6.88702E+18,jj.hdez09,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7327860640189136902~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d12f96ac&x-expires=1752019200&x-signature=3E87AibZAdS5dKqS7u1wickM%2BRk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51047E+18,1748668715,2025-05-31T05:18:35.000Z,8,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,4,https://www.tiktok.com/@fabishirley/video/7499694366508862725,pareces mexicana y hablas como mexicana,7.03857E+18,abelgs64,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7155678101710569478~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=530744f2&x-expires=1752019200&x-signature=JGc2D3Dj%2FPG6iHcA3cEj106Fyqc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49972E+18,1746165116,2025-05-02T05:51:56.000Z,14,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,17,https://www.tiktok.com/@fabishirley/video/7499694366508862725,ir a Perú es ir al futuro........ al futuro apocalipsis,7.15568E+18,saulprimero4,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/41d7aeef15f5be951df713de69b67605~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22b0d938&x-expires=1752019200&x-signature=yBBjTjG9gCaXi6AUw8gbWs4rG18%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49999E+18,1746228230,2025-05-02T23:23:50.000Z,4,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,1,https://www.tiktok.com/@fabishirley/video/7499694366508862725,"La mayoría de la población blanca en Perú lo ocupan las mujeres, eh visto más mujeres peruanas con piel blanca",7.28781E+18,mrslpzd,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/253a4224643b8c3cfbf0c2496b15cdff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d848a39&x-expires=1752019200&x-signature=ZgpQezJbBVKpxiN2KY1ZzFkkLkU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51012E+18,1748585078,2025-05-30T06:04:38.000Z,6,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,7,https://www.tiktok.com/@fabishirley/video/7499694366508862725,Yo pensaba que eras de Mechico ??????,7.21393E+18,elalexitoo_0,https://www.tiktok.com/@fabishirley/video/7499694366508862725
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7313648852686946309~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d76c6956&x-expires=1752019200&x-signature=1PQNoOIAgoqUF0OnLs%2BG1wfVTfo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49973E+18,1746167213,2025-05-02T06:26:53.000Z,10,https://www.tiktok.com/@fabishirley/video/7499694366508862725,false,false,,2,https://www.tiktok.com/@fabishirley/video/7499694366508862725,Miedo a poner advincule City Shirley ????,7.25583E+18,xzy._.yzx0,https://www.tiktok.com/@fabishirley/video/7499694366508862725
