avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3bd89586add787cb1fe6307192ae7932~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=471e536d&x-expires=1752120000&x-signature=oQNL7fvaBP1gS3RP9fTrDCKbgT8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50561E+18,1747536991,2025-05-18T02:56:31.000Z,93,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,0,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211, [photo],6.95997E+18,average_p3rs0n,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/723cf70fe1fdd2b17973d4c0ce556c5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e4ab555&x-expires=1752120000&x-signature=iXaUfFKvKSsychy21L3KJpfX0c4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50617E+18,1747665957,2025-05-19T14:45:57.000Z,100,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,2,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,Funny how yall are laughing at their culture yet I bet if the roles were switched and it was ur culture it would be a diff story huh? ??,6.65288E+18,teama_nico,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/e88dfe989da1604d02277c93edd46462~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6cb5bb7&x-expires=1752120000&x-signature=9VfI7gr73UiSe9H0XX1%2BsW2j6Fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49736E+18,1745614480,2025-04-25T20:54:40.000Z,5519,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,10,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,ahora la de ay mi gatito miau miau,7.30439E+18,williamrtrss012,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce268acd&x-expires=1752120000&x-signature=2V6B3Mc2dGT0Z5by3qU3UUrUDxM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49702E+18,1745536102,2025-04-24T23:08:22.000Z,1126,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,9,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,Love it—keep your culture alive. Disregard the haters!,6.95559E+18,curiousabroad,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352449631684395051~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b0215b1&x-expires=1752120000&x-signature=iqmsbfn%2BlvxMxXdBTalSeI5MIa4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50217E+18,1746734068,2025-05-08T19:54:28.000Z,130,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,2,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,Why making fun of cultural expressions? All AMERICAN ORIGINALS do have a cultural expression that needs to be respected!,6.79928E+18,vinizio,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7327282039399546885~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d0c0c0e9&x-expires=1752120000&x-signature=o%2FfEbWQQnrdK3Pf8n1t2z0srnQA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.50452E+18,1747281298,2025-05-15T03:54:58.000Z,91,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,5,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,Thank God I’m Mexican,6.83475E+18,jato116,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a299a9e3dd19171e652abd4064403583~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a764fd7e&x-expires=1752120000&x-signature=7VZLOXDvN23RB9oObzYXQem7psM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49725E+18,1745588624,2025-04-25T13:43:44.000Z,4544,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,89,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,"si te sientes mal recuerda, no naciste en Perú .",7.42048E+18,sneyder.j3,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7ffc941ef7b2aa088a85cc46e302f071~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7711c42&x-expires=1752120000&x-signature=oEHR55msbbatT8wAb4gOMrs%2F9UE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.51059E+18,1748695235,2025-05-31T12:40:35.000Z,9,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,0,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,los mosquitos en mí cuarto toda la noche ??????,7.29076E+18,carlos.alfredo.mo878,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/37b35ce6d95ceec7f265d4d93f039247~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2cfe116&x-expires=1752120000&x-signature=pzg6wRsefm4gKo5g%2BaFaw%2FG2ed0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49742E+18,1745628231,2025-04-26T00:43:51.000Z,948,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,6,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,idk it’s kind of growing on me,6.8816E+18,moizvc,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/cdabb3fd65391c2ddbb820c84670c1a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea3ec985&x-expires=1752120000&x-signature=8Eyq4fEDtvwabYMwAl5Pfcujzs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49746E+18,1745637660,2025-04-26T03:21:00.000Z,199,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,8,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,"SON PERUANAS COMO YO, SOLO SON DE UNA DE LAS BELLAS REGIONES DE MI BELLO PAÍS CON SUS PROPIAS COSTUMBRES, SOY FELIZ DE SER PERUANA COMO ELLAS.",6.75365E+18,marsabeth19,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d708dc1bab9e71bd63bca722429e11ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f5b26da0&x-expires=1752120000&x-signature=7rOdJU8%2FD8K%2BewotC1QtHEM%2BLAo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.4999E+18,1746206240,2025-05-02T17:17:20.000Z,156,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,3,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,bailando está rola [sticker],7.08801E+18,eriklisek,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/28625a68fad8edff10da52f7edf72c4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd13ba68&x-expires=1752120000&x-signature=3QIZcWTjRG8Rx0iBWR%2F3%2BXGXVzw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49719E+18,1745576404,2025-04-25T10:20:04.000Z,83,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,5,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,Puro corrido peruano jajajajja,7.4407E+18,crisvarisortigoza,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/caa6784bf034b39215f2a1e0d5da8819~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d19d51fe&x-expires=1752120000&x-signature=sRO56qqG%2BFERVfIelw2Uocae42A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49693E+18,1745514896,2025-04-24T17:14:56.000Z,28,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,true,false,,2,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,lo más lindo es tener variedad de cultura...... se lleva en la sangre..... eso es cultura y forma parte de nosotros los peruanos.... ojalá no olvidemos quienes somos y de dónde venimos..........,7.01471E+18,ziani600,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a0ef376acbc7ae825ad408f51f521162~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=20f38a41&x-expires=1752120000&x-signature=zbyEdOg6Him3HkC1EsDmykrjHrc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7.49723E+18,1745585650,2025-04-25T12:54:10.000Z,39,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,false,false,,8,https://www.tiktok.com/@huaynamusic/video/7496581054027877687?q=peruanos&t=1752034492211,a los que las critican jamás han viajado a otros países oq? señores esto se llama: CULTURA! y debe respetarse porque es la esencia de cada país. ????,6.98898E+18,the__tampa,https://www.tiktok.com/@huaynamusic/video/7496581054027877687
