avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0eae95ec6324bd1b7b32988a9f296e50~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=514cc98b&x-expires=1752019200&x-signature=P%2BioiHfMFb8kFtY5%2FlLEzYAkb58%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41318E+18,1726015697,2024-09-11T00:48:17.000Z,16364,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,67,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,no papi yo jui,6.77427E+18,698.y,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5989d9459e79fb9f57bbbdd45b5e3372~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2306577&x-expires=1752019200&x-signature=OA%2FOw2G2UXOKvOEzr5WpBqdjBKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4131E+18,1725996285,2024-09-10T19:24:45.000Z,10017,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,26,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,yo jui,6.83614E+18,mateooad_7h,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/b39ff6547898807f3a174a53aacd9674~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32e1a4f4&x-expires=1752019200&x-signature=SDULulP9lVYn3OTXmoA8naMzVE4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41313E+18,1726003404,2024-09-10T21:23:24.000Z,5374,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,10,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,quien jue ??,7.3082E+18,dario_9181,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/785e320058d8aa3ba06d2bddd02404e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dc113a0c&x-expires=1752019200&x-signature=IDxWZKk3Lf8OIaymG4jeMmRQUzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41338E+18,1726063120,2024-09-11T13:58:40.000Z,3468,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,19,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,PUCHE LO QUE ME LO PERDI???,7.05993E+18,henryjose200,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2e1ea647272a172ae4742cf67ff463d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9bedd26a&x-expires=1752019200&x-signature=3Mj0hNut0ZwgKZi7%2BBNHwtuMH8Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41323E+18,1726027725,2024-09-11T04:08:45.000Z,6333,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,60,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,voy a Perú y soy tobey Maguire de joven,6.95271E+18,stranger.nebula,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8af4c9c57ecaa4104c92cac294717213~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cf670546&x-expires=1752019200&x-signature=kx6xHtKC2KkQ7GHGXj10uU7CW5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.43426E+18,1730922409,2024-11-06T19:46:49.000Z,856,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,3,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,no pape yo jui,6.81871E+18,yeongmeow,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7beb4f56&x-expires=1752019200&x-signature=%2BscgLS%2Bb1ZupZU6BLJXdFpxxtx8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.43431E+18,1730935759,2024-11-06T23:29:19.000Z,51,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,1,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,todos somos guapos en perú JJAJAJA,7.16087E+18,juli2009230,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f20b4e7aca3854b8ab4716be346906ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b4bd764&x-expires=1752019200&x-signature=G0Dk9xqcPQj9oyw0i%2BZrv%2FmK6z4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41321E+18,1726023198,2024-09-11T02:53:18.000Z,286,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,3,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,papi yo jui,7.28767E+18,alexxdra_0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0a89230cbe84e7dd7710568ea895d343~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5fdc7e8e&x-expires=1752019200&x-signature=nUuBFe%2Bwj7%2FlkvG92JX3yenAAIk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41945E+18,1727475386,2024-09-27T22:16:26.000Z,19,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,1,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,"no papi, yo jui",6.92375E+18,9_16.9,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/84477d5a9b9ddd331ebfd5a5c385c66b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=070bd5fa&x-expires=1752019200&x-signature=C2Rx8QIja%2BAdMzt9228vlb3a9H4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.42013E+18,1727634317,2024-09-29T18:25:17.000Z,51,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,false,,13,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Yo chillando aquí en Colombia y en Perú sería henry cavill,7.0288E+18,jesusssssz3,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
